respondent_id,h1n1_vaccine,seasonal_vaccine
26763,0.8059021943730844,0.8981567745777373
26764,0.8220650243120085,0.9006054116875509
26765,0.1400781078428895,0.57521244386835
26766,0.1991815932680434,0.17599312996935784
26767,0.7419269915539565,0.6977807676350228
26768,0.0631783981149716,0.3900451431784885
26769,0.1175770747263198,0.3004224718090823
26770,0.0882673483245448,0.5070902346928129
26771,0.0520951459990729,0.28853642027741877
26772,0.1047600604666241,0.47432361913743276
26773,0.1164781537300906,0.3652172433293949
26774,0.0889586380523132,0.4056964732108002
26775,0.0333228499077984,0.47863642261536216
26776,0.3994017413859231,0.3997302360986892
26777,0.178430214820089,0.7616046520639115
26778,0.1137480512983692,0.11176144969533168
26779,0.2567218315246331,0.5887067643425288
26780,0.1436861061900936,0.8675063767741349
26781,0.1170995111795129,0.4459419528900762
26782,0.0831455847328616,0.2719712179476563
26783,0.0209622812225416,0.20921944624967992
26784,0.2164677679606684,0.7871389901721084
26785,0.4220704971826014,0.6917554344264296
26786,0.0665069269311476,0.21913864264120295
26787,0.068502516556011,0.5855921337095026
26788,0.0861024071806528,0.837441479019347
26789,0.065511602822542,0.2833497541556675
26790,0.026540328114124,0.15394601406597722
26791,0.0471889521545268,0.09124761801806465
26792,0.1145288768092327,0.604725848277631
26793,0.1986710163522559,0.9270362633789008
26794,0.4649277105088191,0.8098485682306248
26795,0.221579217795659,0.8217641433776698
26796,0.0217945846279506,0.05038863452260683
26797,0.2538924234174016,0.6600737219374293
26798,0.3722161737241932,0.29456938591182147
26799,0.29456019873283,0.3715996441788265
26800,0.1081227700405583,0.9080432656725606
26801,0.1723291816076935,0.32195680395981036
26802,0.0668555050291279,0.1967527904973991
26803,0.0254963409556391,0.18621027512434768
26804,0.0600837598498117,0.12501667068519456
26805,0.0662607109341111,0.16957625559485498
26806,0.0357582556642366,0.906322342595619
26807,0.367689131075858,0.8169916167751309
26808,0.0745850983916523,0.3882152114092926
26809,0.4280988210155581,0.26913637747314445
26810,0.0572292838138417,0.10981151582900502
26811,0.0300151122417496,0.12307354693029786
26812,0.2475387335649957,0.7591174342142025
26813,0.4425933917362957,0.5501199886519034
26814,0.0273873609787033,0.641188452263505
26815,0.0114922409819051,0.027263436571105085
26816,0.095646785092853,0.24233513227541442
26817,0.03046217359505,0.5821695925572108
26818,0.1993501504056631,0.31768557159384214
26819,0.19084891475201,0.2729268861713389
26820,0.0660932846525258,0.16868390946313522
26821,0.0528080510793629,0.5254862751763696
26822,0.0931541887374106,0.6237198039006772
26823,0.2902570982305903,0.44705667657698117
26824,0.0459040649700642,0.677075503318351
26825,0.4193448392387828,0.6630674827575569
26826,0.0667721205601505,0.7149460587279809
26827,0.0401906090029649,0.12564523594830396
26828,0.0786341741377243,0.4056887720620693
26829,0.7180698253554451,0.924618912099891
26830,0.0336711308141344,0.7415103726333311
26831,0.1997994267734422,0.7883861634712194
26832,0.0657504209708643,0.8072206359276671
26833,0.0770561001865818,0.49996125300932737
26834,0.2325465600647889,0.5089161459696168
26835,0.3477388222915837,0.823905253556821
26836,0.2649282495680838,0.6660720129784264
26837,0.169262838922781,0.12834208705874606
26838,0.1220222112495529,0.5368877169278494
26839,0.169006863064299,0.43484400277625324
26840,0.0733762377540538,0.16186101960718904
26841,0.3751276037878299,0.6307772245230676
26842,0.0717440870183796,0.18124035879104744
26843,0.0544389925722945,0.06303142367467708
26844,0.0668351732372658,0.381863609707631
26845,0.0473809021789793,0.6894302353500572
26846,0.0417939854669152,0.8201842515808363
26847,0.3596238073248097,0.2631445763166549
26848,0.0592564348671885,0.6957629394513516
26849,0.392142522206561,0.5093956503891565
26850,0.4832804898040818,0.604327775145137
26851,0.0288936916754118,0.05869436862740841
26852,0.0469046036162536,0.09247788484452746
26853,0.2410516622771459,0.44362039711957696
26854,0.0172654970155183,0.06776325421738982
26855,0.3535975453135038,0.8284901933407397
26856,0.1067227089977605,0.11515615628592299
26857,0.4525049697747553,0.28668234982304697
26858,0.1709483548830102,0.530205931440584
26859,0.0150425696917311,0.08090336083400149
26860,0.2009182628699195,0.18607102095322142
26861,0.0375375182971881,0.12958315564421
26862,0.0268425556315678,0.3162149025646872
26863,0.0933997332781933,0.4056924279054777
26864,0.2988112244969553,0.36937555200083644
26865,0.0784594781292581,0.05461715573756535
26866,0.06592258116948,0.6546751072988264
26867,0.1653533994089694,0.21238970461079046
26868,0.6466918804495605,0.8250236326258162
26869,0.0373004052572988,0.25502596713883896
26870,0.6532513876959037,0.8546329825963
26871,0.0282399154329072,0.06340720851642498
26872,0.111418547732494,0.34437690661551995
26873,0.1319146898262108,0.6774110669582395
26874,0.0503288040140337,0.1775649128946637
26875,0.3877195623542807,0.7581332655454881
26876,0.0862767261360117,0.12680727214755735
26877,0.1747296888257413,0.21981045890655446
26878,0.1270473921939199,0.30567516118783966
26879,0.0160160335891776,0.05044272183422029
26880,0.0840366018524614,0.18862640706997638
26881,0.0162089982994158,0.0841551765535857
26882,0.027915998396149,0.05546230042878917
26883,0.114538043883788,0.217496925281632
26884,0.1883118835236821,0.24004928062527225
26885,0.16426905957913,0.558671712697739
26886,0.1168791183322558,0.7977931452574619
26887,0.5972834313049079,0.8683774762372843
26888,0.8906983859791908,0.9369460158492857
26889,0.0204058902945464,0.10918811085157024
26890,0.1367658142787015,0.4524124657408675
26891,0.6157636854438462,0.834015835159157
26892,0.1328956824115478,0.6133946156854275
26893,0.0303159606016908,0.10921741147092519
26894,0.3010189647097958,0.32000298432110236
26895,0.0687099026218887,0.8459562447824603
26896,0.0514617334332605,0.05513885051449399
26897,0.0798481196285924,0.493855603145228
26898,0.2307879521104187,0.5599535371487524
26899,0.0227963145514675,0.09064974781249051
26900,0.0640470623886862,0.19900829664328024
26901,0.0970584713144894,0.4584433495871643
26902,0.1406914168884541,0.8251986009412624
26903,0.1798728291481489,0.1671671080559804
26904,0.1064586483092999,0.4517745689290392
26905,0.3261193678832608,0.7655624478571045
26906,0.0261355595220057,0.3524049940171665
26907,0.033197345672456,0.525463990776225
26908,0.0769490782847866,0.67167269668971
26909,0.1887014393895054,0.2366596254100714
26910,0.1145073961556701,0.4138153933787482
26911,0.059083687902774,0.10323626225650981
26912,0.5024860037130903,0.8078930421549448
26913,0.6229678703400944,0.836691032816137
26914,0.0205263403877032,0.14139461580671622
26915,0.1518720395961799,0.5957092913087081
26916,0.0526556256969298,0.18769946802487278
26917,0.0558327127750738,0.1582305179216637
26918,0.8752776360242602,0.9600401014502293
26919,0.1105622851529571,0.549558493811476
26920,0.0179404027226533,0.08285050011512113
26921,0.1788726206552862,0.7420978083470495
26922,0.0612782322811113,0.7196435631810343
26923,0.2299785298195739,0.5299685042715571
26924,0.8411547211011889,0.9667388504232427
26925,0.1976659897639091,0.752409865214582
26926,0.4320387922454811,0.530386660881671
26927,0.4905903882754184,0.6782097383267773
26928,0.1063865219459533,0.4973377786291368
26929,0.1146709221084453,0.30972603869226345
26930,0.5720886565533252,0.7872412443076977
26931,0.1480718468694899,0.37105493372887816
26932,0.1713007320402424,0.8834127285945614
26933,0.0334772722206271,0.5014625302958009
26934,0.3367216541199648,0.6570859296595303
26935,0.1552391291586134,0.42393679280907776
26936,0.2963767041511878,0.2744152675298357
26937,0.1668247250820042,0.8163312379185077
26938,0.0520234558533621,0.06342872155135917
26939,0.058131939769628,0.10600853940532119
26940,0.1239570869142144,0.21360679744792646
26941,0.1169570702821665,0.3751674771771848
26942,0.5028692343125222,0.699760801394144
26943,0.1820599477154243,0.6282729900058982
26944,0.0314830906102373,0.12388559466826977
26945,0.0272067891925567,0.5311246409761464
26946,0.0957968317509152,0.6469082093533559
26947,0.3074899188298441,0.5635827105417243
26948,0.0635508058330969,0.0665839905729203
26949,0.0380001310634315,0.08431969083616152
26950,0.0559729053708547,0.4402289128393203
26951,0.1064906962288338,0.37420220148566297
26952,0.7999219998457904,0.8384458083386538
26953,0.4451358982685606,0.8641664377923843
26954,0.0119892014605118,0.12792977117018145
26955,0.091023297501007,0.6964954929209286
26956,0.2382684169391089,0.2163158309058047
26957,0.089900602490268,0.8857134285694923
26958,0.1630845595536329,0.6910399924342556
26959,0.0768175456633659,0.2496591000799611
26960,0.0389631640301869,0.10097072282357698
26961,0.2464192353346217,0.4373335806582315
26962,0.1629089931685573,0.7987319698670006
26963,0.1132848245515808,0.3627016701811657
26964,0.0403912636425384,0.2140132274185612
26965,0.5240261384821221,0.8615137530912285
26966,0.0547214709993286,0.1394897527719963
26967,0.1661829905231174,0.48926540145832226
26968,0.1024052251586702,0.864114331625946
26969,0.1349655763195676,0.2599426963972613
26970,0.686428708969622,0.6138670806183832
26971,0.0735472583409497,0.16030847152299152
26972,0.0594991536943098,0.07683971700482038
26973,0.0958476808410045,0.18825537236916118
26974,0.2496091312443614,0.3728264153801536
26975,0.1699990555322414,0.6615165043845415
26976,0.78780322149355,0.6069604544963638
26977,0.1315931655104755,0.45887099685618343
26978,0.0544097101892239,0.7538777006073748
26979,0.629218521007172,0.8394046067222037
26980,0.0411469330591982,0.10566566210294
26981,0.0820404357007439,0.4197822075635764
26982,0.6931347155630642,0.8310803876637018
26983,0.1911094994039771,0.44651414811422113
26984,0.0265452629382131,0.10219083706937764
26985,0.0349055675895267,0.0834588095779987
26986,0.0679299725982324,0.3314614655685237
26987,0.0450676356658765,0.20628985498336402
26988,0.0225777038624576,0.11435094524760028
26989,0.3500462610835217,0.8245380497876229
26990,0.0275829050988082,0.13595312950472704
26991,0.1818147301424727,0.47030521160544025
26992,0.3487436934111477,0.5241650967170809
26993,0.0453540370748664,0.875784712698306
26994,0.214710104292277,0.38841174722832855
26995,0.1761225754123288,0.46344670065289933
26996,0.3064457568952416,0.40760328510659277
26997,0.0219810430192266,0.05259493511955062
26998,0.0506641058019652,0.079170555487326
26999,0.2767807074693618,0.5226678369894197
27000,0.0391549837903413,0.3382232410328508
27001,0.0688208878636695,0.8227086433284334
27002,0.0590584247597364,0.3272068174078941
27003,0.0126910654952578,0.06659313491843112
27004,0.2823985949282613,0.22916527748238696
27005,0.4714060376358203,0.7737360039204147
27006,0.7460138579998099,0.7791044390130758
27007,0.0277484718652644,0.1797742769945417
27008,0.1234970411193339,0.11211066488548811
27009,0.0835940865329812,0.29938206319065847
27010,0.016879519443993,0.10649307589445417
27011,0.0846099261931384,0.20895439760143156
27012,0.3066181325588893,0.5275666232564069
27013,0.1240442057177425,0.4285897974902938
27014,0.0677778488826458,0.37640274927595335
27015,0.1956059096540453,0.15204400901407067
27016,0.0880061832756051,0.3139063941342
27017,0.5738489878206295,0.8531852337946656
27018,0.0249045640526679,0.28673782782308344
27019,0.8791487096048974,0.9600919966287418
27020,0.3041977487780911,0.33112501694592344
27021,0.2890792289319247,0.5848611626165231
27022,0.0635753003711772,0.24755600734895947
27023,0.0717500704069824,0.2475492336620643
27024,0.0707542418741114,0.38620436982899164
27025,0.2402881247506008,0.15170389677366894
27026,0.0391167312001571,0.4131772583734512
27027,0.0475999323134495,0.7596826470274858
27028,0.4730703469699913,0.847353666037264
27029,0.1936665220234584,0.3016597844651055
27030,0.2731245100236069,0.3247717260810463
27031,0.3926888497604763,0.7993860210550401
27032,0.1644434237627525,0.5892911427818142
27033,0.3830738376368237,0.6651710514340656
27034,0.0764649136434256,0.4981134838683434
27035,0.1690304791132729,0.2710002642317111
27036,0.2129421978533571,0.6804039212261173
27037,0.616328922100214,0.6624080511371316
27038,0.0064031926507097,0.03164618044032787
27039,0.5049839433891412,0.8378890870913203
27040,0.1360571918488858,0.343743315152832
27041,0.0428432437746848,0.6638247951777106
27042,0.0710419959294748,0.565131002861006
27043,0.4057626495122201,0.6735194450944854
27044,0.0305434102354177,0.0975540441585879
27045,0.0512289458712964,0.5655514278570863
27046,0.0507817015305827,0.11330004407590273
27047,0.5127232493388644,0.4840917923679882
27048,0.1007110289602602,0.5404846864863456
27049,0.380913027887333,0.7264129618255962
27050,0.0961293825244924,0.6324836628974158
27051,0.1557021887060778,0.3249995880080098
27052,0.0485515205887298,0.2098030065960956
27053,0.7948326256360279,0.9048242972955051
27054,0.0448727485254616,0.037043273626909595
27055,0.0907711883691338,0.8421738720446609
27056,0.1063654432601349,0.1583595591430239
27057,0.0349078574741579,0.07137724246516813
27058,0.832006543135492,0.8587873775005578
27059,0.073253963873481,0.13634282396092742
27060,0.0727905220269253,0.26307381746873293
27061,0.0409376059154902,0.45014908198321163
27062,0.0997084775833393,0.42002263051677224
27063,0.0445019055391664,0.5416244853452337
27064,0.1163495752131451,0.4989331681160886
27065,0.168150562555528,0.5258910415420358
27066,0.0815980766161595,0.4993657024978155
27067,0.6212234355079075,0.852919881511437
27068,0.5932079103175075,0.8518716816892432
27069,0.645054176352048,0.906621307069033
27070,0.0227141264360447,0.056552574297012916
27071,0.0779867521137358,0.09703422013371918
27072,0.2142548220864016,0.5156293857495806
27073,0.1038499454132604,0.8845198485450153
27074,0.1321948634570962,0.24225589957783009
27075,0.5057734262431243,0.7608769287788707
27076,0.6279585528963469,0.7146698029509936
27077,0.0678924890211666,0.1703425044218614
27078,0.1833983267363469,0.7748684565715593
27079,0.1930892058639574,0.8123057271042878
27080,0.1017258017634433,0.2071084523834416
27081,0.1292296318000158,0.7682159809480178
27082,0.1708892974623198,0.3458571363792497
27083,0.1081384414088447,0.30544348934596055
27084,0.677932973597644,0.7180870600121221
27085,0.0192751303681131,0.06295644394828348
27086,0.0444852702434947,0.12197417535589297
27087,0.060413076244741,0.21591362025390673
27088,0.3877312745222488,0.639002228566754
27089,0.1945706007109736,0.2092436925817078
27090,0.3413046971695284,0.7165082646648191
27091,0.6007483675885325,0.40938047647961046
27092,0.1170082346673856,0.2535914585765265
27093,0.2138404838345869,0.2241581683165239
27094,0.0310730348993998,0.12501930702462313
27095,0.0916659741792576,0.5824345390092742
27096,0.1306774280718632,0.21021566607662087
27097,0.4284373373813457,0.7065735464177855
27098,0.6335950752844922,0.8631144995775224
27099,0.2554945646384529,0.5282444115044779
27100,0.1358716058994505,0.699627898241701
27101,0.0896149295612688,0.5577959504569281
27102,0.1471784328936326,0.7244455724570462
27103,0.0512641196112166,0.13163497137908725
27104,0.3689340400223401,0.5795332251754848
27105,0.1280726090389864,0.45911722686935424
27106,0.5265041984523423,0.8097430720560379
27107,0.5823586832745379,0.7126256156045491
27108,0.2630697437135941,0.2669269233774432
27109,0.0895396853183383,0.1318056852660007
27110,0.0434238351503041,0.3092386644507253
27111,0.0889266297778538,0.38772918967810804
27112,0.4130926616839008,0.6387957869601053
27113,0.0874371794414622,0.09336705349128256
27114,0.0500366410586755,0.16341359975565187
27115,0.5391133222321058,0.7235266382679423
27116,0.0919861387892846,0.883779087860427
27117,0.0124370039833803,0.10643997156868137
27118,0.0535729349321849,0.5253335388769643
27119,0.1020083962730208,0.2583410109102612
27120,0.2837190600241903,0.9164752500620873
27121,0.0599820965000927,0.6832648931488442
27122,0.0336928839884,0.36518147972620396
27123,0.0918768990325623,0.194670835365822
27124,0.0294342808121637,0.15380054959770093
27125,0.0153549596074312,0.04913503704812518
27126,0.2351312771277576,0.20019313498054778
27127,0.0588294237239673,0.13596979697300288
27128,0.2072906353599244,0.483039171092606
27129,0.2431821129070816,0.4463696098860966
27130,0.0754333802219637,0.24369808947902316
27131,0.0893975595061148,0.12568543184251596
27132,0.3473395087991495,0.8919232597403076
27133,0.0850254101620077,0.609612020180448
27134,0.8424762223977996,0.9662463515155933
27135,0.0688276225541963,0.49870370403190195
27136,0.0731269060618608,0.5700884910150193
27137,0.1137155571698504,0.22655360582051776
27138,0.1705066041355376,0.4616740658285912
27139,0.0766840968495482,0.2271131581430724
27140,0.8886322770456978,0.9322132007128778
27141,0.6476778346847113,0.7223892407683072
27142,0.0251297318334461,0.1701879303036839
27143,0.2787958268834473,0.364071328778072
27144,0.0510088716379696,0.13256509588273246
27145,0.5796875193601987,0.7036691370409657
27146,0.1475337862940225,0.8449199474724925
27147,0.0845143317267067,0.1661222604982454
27148,0.0833642351527535,0.10830681330661744
27149,0.2109101806685519,0.19420349115849664
27150,0.4099108260885154,0.8319967163859514
27151,0.2465880891608716,0.8265574169887606
27152,0.0427076743478591,0.1488506131451831
27153,0.2604079024770772,0.7953204238310418
27154,0.6375374680933588,0.8352208466996028
27155,0.1717054020589919,0.7373912453928891
27156,0.0208477884098411,0.22748447353328777
27157,0.0628082585151653,0.5603774829035915
27158,0.0220813974455121,0.3295048292733235
27159,0.0428480565506461,0.14983736880772466
27160,0.1598477808648829,0.2905719899336402
27161,0.4199369256237655,0.6268400911732719
27162,0.1118550306960148,0.8331141353993038
27163,0.460537832778288,0.4564771104756451
27164,0.1431268286942895,0.21155120100242722
27165,0.4964349251075762,0.648672426076239
27166,0.2498744223103675,0.3098309355972752
27167,0.1346507358146948,0.5622006833843741
27168,0.140034066389885,0.6258739655325876
27169,0.4671613513749268,0.6789866111814744
27170,0.5564162947608654,0.8733152145122174
27171,0.0404804614559171,0.21883943162962344
27172,0.0686069531996349,0.7742116425504553
27173,0.3337446986449516,0.47219069740517466
27174,0.1091511510597837,0.17642077943422227
27175,0.0607680490803497,0.14020367358582075
27176,0.710595502086547,0.9136245634328245
27177,0.8008953225501682,0.8170593700788145
27178,0.0392030463884576,0.2640187375840243
27179,0.1117366054057152,0.27802392878116466
27180,0.1370469172322057,0.4013185509381767
27181,0.0714294678723098,0.7984508466409266
27182,0.4687077114865105,0.7665156826739696
27183,0.0306550597232518,0.6595782066362827
27184,0.1330583669971007,0.4022883656575706
27185,0.368273567265197,0.7334569075719208
27186,0.242960797785688,0.8222666623604944
27187,0.1164433522635755,0.23698947177080232
27188,0.1376739941977682,0.40652986681172404
27189,0.1343043690947855,0.6790997266106463
27190,0.3302012937270704,0.8040211825558644
27191,0.2924245066048576,0.901797309466928
27192,0.3173819129872219,0.6881188174258522
27193,0.0139997451940256,0.1385394729455971
27194,0.2338864046469572,0.4332749484433484
27195,0.0232395703681965,0.15257777519776097
27196,0.1823643613747194,0.2655325047075905
27197,0.1125403076141878,0.6213871812511068
27198,0.5869483153061038,0.8964737140189619
27199,0.107366126730978,0.3287242776517243
27200,0.1670380409794702,0.5358710492388562
27201,0.4717052725395105,0.8213426424845852
27202,0.1092408614422687,0.2375341787789417
27203,0.0272659859962323,0.16619576693257052
27204,0.0217913659273213,0.040137586696649866
27205,0.1508054883750797,0.3193754877720016
27206,0.2388967005519025,0.3957839233859835
27207,0.2062825841520921,0.17448228055665488
27208,0.7055896967188855,0.7405241830258297
27209,0.2211978960223727,0.34275252056420263
27210,0.0833598572008418,0.2588969643942665
27211,0.098530778499369,0.3041492516721712
27212,0.3387267212308519,0.8352180633168661
27213,0.3288202416192078,0.49098155748092787
27214,0.040251651854055,0.1022709045770195
27215,0.1567767243461877,0.6343840438750654
27216,0.2435106811378384,0.8044835509904921
27217,0.0888889296053211,0.2205220937534779
27218,0.5805617289876248,0.8190436955932044
27219,0.5536379361244648,0.6603573916761882
27220,0.3406628277489612,0.4540277430014181
27221,0.0547725097634824,0.7284652214909337
27222,0.1749266962552912,0.5872758389462711
27223,0.0610820956969897,0.6589372554428423
27224,0.128706860778558,0.5663759640055719
27225,0.2786597975216763,0.2429976169049251
27226,0.0620768419976388,0.26594346965509325
27227,0.1692683823203454,0.28634639556350094
27228,0.5512100669705662,0.8105000441712437
27229,0.5233487909687825,0.7616556594393998
27230,0.2786002475865651,0.9120734780676332
27231,0.4714600270635761,0.7941620880506286
27232,0.1228538163366269,0.5233752038495341
27233,0.4230625970019396,0.41389915739045646
27234,0.029102640540581,0.09466826148345724
27235,0.8294226396625214,0.9370788705167987
27236,0.1363886113786061,0.8638326878959636
27237,0.6652118155546103,0.816057297532001
27238,0.4580050143121335,0.8336656730811811
27239,0.3139510085667687,0.3012576403825788
27240,0.0799134358798007,0.32732488833738843
27241,0.0749490965219835,0.10118255009388137
27242,0.1925719617597544,0.5284110892304636
27243,0.0489047649576444,0.13501711053982274
27244,0.025628022786795,0.09119003462746796
27245,0.1520676118210479,0.428886813644264
27246,0.7592728505374999,0.8922599706833223
27247,0.2507076573084245,0.9424247352738163
27248,0.2123665842495037,0.7161353838805162
27249,0.0812394102562737,0.5751197252937189
27250,0.0602914310457386,0.14767089455641885
27251,0.0462824013553218,0.46331655866666993
27252,0.2309561274860868,0.4116847238011937
27253,0.0407087049418101,0.7916101805951772
27254,0.896299635680837,0.9839587720127505
27255,0.1439192282378152,0.27160193608320055
27256,0.7353421554651169,0.9370316360706173
27257,0.3828396943330816,0.5812697917391194
27258,0.3183897189977934,0.7492629349810002
27259,0.4465536482430783,0.7835815159754635
27260,0.1394413125733002,0.3269739383859748
27261,0.2141729348441655,0.7116909833100237
27262,0.1315319309607686,0.41866987888855
27263,0.0871887430483779,0.10067984134450918
27264,0.0682104803911957,0.16969682642286416
27265,0.1390164664719145,0.3792464817630505
27266,0.1431394738179626,0.32958053734934184
27267,0.1950747136447284,0.6175686192731672
27268,0.0830996330433498,0.171346130191624
27269,0.6287626578523119,0.5089755758330601
27270,0.0373144578568771,0.11938363819661077
27271,0.0310553503513105,0.17962890570978302
27272,0.1011041050886377,0.4823439494157923
27273,0.0919234969160839,0.2553920830523688
27274,0.147133702015685,0.3600761129837766
27275,0.1970280277677091,0.3972938802650427
27276,0.0271631952216231,0.19063231851912707
27277,0.0749736476736754,0.8959984935358031
27278,0.0894583500761737,0.3469546841811731
27279,0.0664176889148592,0.2650734284473707
27280,0.4570614676706968,0.4824514102024975
27281,0.0839271734459035,0.41932482246257713
27282,0.1486897434308079,0.8911454393142186
27283,0.0608765513885828,0.2051756508222509
27284,0.2786290831693712,0.5197633405794727
27285,0.0650751206438352,0.44981378316049836
27286,0.1451758691016075,0.49114718595305634
27287,0.171313058058672,0.6520482418676838
27288,0.5519835400197248,0.7356659530091147
27289,0.1910162836348778,0.49378831950603574
27290,0.0357552176377672,0.08989782556062181
27291,0.4180954854573228,0.7981502174773114
27292,0.1053281776492177,0.5906168640490516
27293,0.0668853103582389,0.9001141277945396
27294,0.0537691517839413,0.07086405379827339
27295,0.4656995284116749,0.8644331058507386
27296,0.0999717110472651,0.808729712572213
27297,0.1133559081008398,0.6880080860283427
27298,0.056033856572994,0.2470101177381643
27299,0.2881764226907097,0.695687265630942
27300,0.1528050414561722,0.8056802737841093
27301,0.0225203805726291,0.054809859841764945
27302,0.1690277651020414,0.7364124254923091
27303,0.1261189346156082,0.21981722224022632
27304,0.0753446771529902,0.7628757675980933
27305,0.0284086292099422,0.08496808375359645
27306,0.222974185670788,0.5613744165669444
27307,0.7683351616159444,0.8503381823735527
27308,0.2211799010631631,0.2570992898126438
27309,0.7345336272802604,0.963660295822864
27310,0.0573207859046835,0.259851772102757
27311,0.073102647421407,0.2747146788286185
27312,0.1160414390666032,0.45476394027465883
27313,0.0178927680787421,0.13116906381198737
27314,0.0392904315183482,0.08121015710581551
27315,0.0382054695585984,0.2183583924803793
27316,0.2523665992831075,0.707383441700145
27317,0.1757538356038706,0.2795809855638265
27318,0.1422532772406182,0.3428645153338391
27319,0.3248565053831581,0.801925947581633
27320,0.2141402643406083,0.7690352618126964
27321,0.0764978154332853,0.6622985255828395
27322,0.413067691882279,0.4635162104717267
27323,0.0512705218992553,0.45227649965447386
27324,0.2138037915619372,0.5884903878678991
27325,0.7472331762979533,0.916445351403959
27326,0.0807972423161928,0.5939031059163132
27327,0.2048391395399104,0.3695941756711443
27328,0.3778826158716287,0.4411457591371712
27329,0.1252892396646968,0.25725000504922435
27330,0.0644287817132048,0.6048793106990628
27331,0.0763444044483679,0.20001363220920712
27332,0.1485855015750887,0.8539680784760753
27333,0.6716568108317691,0.7195860220463162
27334,0.0382297865561977,0.06727421410955951
27335,0.2384946391590734,0.20511822313969175
27336,0.0918229974346001,0.17143588993912928
27337,0.2605595767059083,0.5677297110307148
27338,0.2093880051723891,0.4624376606509696
27339,0.2361872946076008,0.3591176136816871
27340,0.006653638414523,0.1149008187613466
27341,0.229361888915094,0.6911290152235491
27342,0.1764787817732516,0.5379073934869829
27343,0.0460540509330145,0.08293483269258171
27344,0.3179778496305952,0.474840409279056
27345,0.0830387872785014,0.291834087432366
27346,0.4153328996814137,0.8569292302327274
27347,0.7643617063936492,0.8925784166861923
27348,0.0287635721232167,0.21418399852599557
27349,0.1152772397893664,0.25498113954707013
27350,0.0842003788532193,0.8544991899940872
27351,0.5154104595806288,0.8030659676518128
27352,0.1232425749807053,0.3837584833779196
27353,0.0388256396049709,0.17653595598899874
27354,0.3204813835083973,0.7286696290262404
27355,0.2768989114370836,0.3425292953885251
27356,0.3001084893402068,0.7273925981818572
27357,0.0510580246819654,0.3880821397832009
27358,0.3196295187987951,0.6507794899685314
27359,0.3830849729479813,0.6939404670695941
27360,0.2685829237752723,0.6695752020555485
27361,0.0438148285897202,0.8429336281147735
27362,0.3230737702311139,0.49928202175443004
27363,0.1416234666077593,0.21317727946573933
27364,0.0731848110597697,0.45519090781334864
27365,0.3553599700208269,0.686212132930511
27366,0.3417513062143885,0.6557023139675059
27367,0.2085954308269924,0.4649481270606422
27368,0.0433763795812,0.5082692785199423
27369,0.0341828488791604,0.07211545749334784
27370,0.0691751260936946,0.7386712014230398
27371,0.2113416754317438,0.3999510042930005
27372,0.0823994828172669,0.18436789237398635
27373,0.80457647948893,0.8112125313421426
27374,0.0269366608537413,0.241608302051583
27375,0.1219088985991305,0.8486362683961979
27376,0.4263183333799897,0.3820994523036657
